epidemiological_week,date,order_for_place,state,city,city_ibge_code,place_type,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,new_confirmed,last_available_deaths,new_deaths,last_available_death_rate,estimated_population,is_last,is_repeated
202016,2020-04-12,32,PE,Recife,2611606,city,557,33.68691,71,37,3,0.0664,1653461,False,False
202015,2020-04-11,31,PE,Recife,2611606,city,486,29.39289,73,34,2,0.07,1653461,False,False
202015,2020-04-10,30,PE,Recife,2611606,city,413,24.97791,73,32,5,0.0775,1653461,False,False
202015,2020-04-09,29,PE,Recife,2611606,city,340,20.56293,86,27,6,0.0794,1653461,False,False
202015,2020-04-08,28,PE,Recife,2611606,city,254,15.36172,33,21,3,0.0827,1653461,False,False
202015,2020-04-07,27,PE,Recife,2611606,city,221,13.3659,75,18,2,0.0814,1653461,False,False
202015,2020-04-06,26,PE,Recife,2611606,city,146,8.82996,7,16,2,0.1096,1653461,False,False
202015,2020-04-05,25,PE,Recife,2611606,city,139,8.40661,20,14,4,0.1007,1653461,False,False
202014,2020-04-04,24,PE,Recife,2611606,city,119,7.19702,27,10,4,0.084,1653461,False,False
202014,2020-04-03,23,PE,Recife,2611606,city,92,5.56409,18,6,0,0.0652,1653461,False,False
202014,2020-04-02,22,PE,Recife,2611606,city,74,4.47546,10,6,1,0.0811,1653461,False,False
202014,2020-04-01,21,PE,Recife,2611606,city,64,3.87067,6,5,1,0.0781,1653461,False,False
202014,2020-03-31,20,PE,Recife,2611606,city,58,3.50779,6,4,0,0.069,1653461,False,False
202014,2020-03-30,19,PE,Recife,2611606,city,52,3.14492,2,4,0,0.0769,1653461,False,False
202014,2020-03-29,18,PE,Recife,2611606,city,50,3.02396,4,4,0,0.08,1653461,False,False
202013,2020-03-28,17,PE,Recife,2611606,city,46,2.78204,8,4,1,0.087,1653461,False,False
202013,2020-03-27,16,PE,Recife,2611606,city,38,2.29821,5,3,1,0.0789,1653461,False,False
202013,2020-03-26,15,PE,Recife,2611606,city,33,1.99581,2,2,1,0.0606,1653461,False,False
202013,2020-03-25,14,PE,Recife,2611606,city,31,1.87486,1,1,1,0.0323,1653461,False,False
202013,2020-03-24,13,PE,Recife,2611606,city,30,1.81438,0,0,0,0.0,1653461,False,False
202013,2020-03-23,12,PE,Recife,2611606,city,30,1.81438,2,0,0,0.0,1653461,False,False
202013,2020-03-22,11,PE,Recife,2611606,city,28,1.69342,3,0,0,0.0,1653461,False,False
202012,2020-03-21,10,PE,Recife,2611606,city,25,1.51198,11,0,0,0.0,1653461,False,False
202012,2020-03-20,9,PE,Recife,2611606,city,14,0.84671,0,0,0,0.0,1653461,False,True
202012,2020-03-19,8,PE,Recife,2611606,city,14,0.84671,0,0,0,0.0,1653461,False,True
202012,2020-03-18,7,PE,Recife,2611606,city,14,0.84671,1,0,0,0.0,1653461,False,False
202012,2020-03-17,6,PE,Recife,2611606,city,13,0.78623,6,0,0,0.0,1653461,False,False
202012,2020-03-16,5,PE,Recife,2611606,city,7,0.42335,0,0,0,0.0,1653461,False,True
202012,2020-03-15,4,PE,Recife,2611606,city,7,0.42335,1,0,0,0.0,1653461,False,False
202011,2020-03-14,3,PE,Recife,2611606,city,6,0.36288,4,0,0,0.0,1653461,False,False
202011,2020-03-13,2,PE,Recife,2611606,city,2,0.12096,0,0,0,0.0,1653461,False,False
202011,2020-03-12,1,PE,Recife,2611606,city,2,0.12096,2,0,0,0.0,1653461,False,False
